Task ID,Supplier ID,Cost,TF-PC1,TF-PC2,TF-PC3,TF-PC4,TF-PC5,TF-PC6,TF-PC7,TF-PC8,TF-PC9,TF-PC10,SF-PC1,SF-PC2,SF-PC3,SF-PC4,SF-PC5,SF-PC6,SF-PC7,SF-PC8,SF-PC9,SF-PC10
T1,S18,0.3556524664902972,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.817458625230379,-0.0242401525715796,-0.5001691221072135,0.5163077899223952,0.0033657383796074,-2.2393206427415295,0.3035489557084586,-1.5098818502491078,0.3784377505567748,1.6637501364272376
T1,S56,0.3563492898371531,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,0.6998651174232812,-1.392286755527868,-0.5658299476535593,0.2126082747119733,2.6071756841764406,-0.5166166960168759,0.8158335568195125,-0.4136863092314304,-0.7310723131149289,-0.4157822737776633
T1,S47,0.3576352325709233,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-0.033605856658266,-1.715204314879257,-0.8261208846351594,0.2796747734442157,0.0358613575600003,1.6184500165121698,-1.260257628842561,0.563097418919167,1.078897270946075,1.9298759094052904
T1,S27,0.3671822932280378,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.4007444581553146,-0.669443698945649,1.0051661034647883,-0.556706737260923,0.8289589558541449,0.0256832299989261,-1.3743215179010952,0.227020735411101,-0.6399887928092212,-0.9888790291905322
T1,S34,0.3673980233445724,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.391150429954465,1.367673687896699,-2.25453865646095,-0.5295016914782629,-0.719963897181836,0.9789798782025224,0.2402486107296919,0.53178837613135,-0.4995754914823836,-0.6125076215791521
T1,S51,0.3696378955704298,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.941743620562678,-0.9111416825053542,-1.7010973390609925,1.0851088782336733,2.5832010224562816,-0.1840841247181011,-0.0742347663804599,0.0668327695519619,0.5322399587185987,0.9173075554996524
T1,S15,0.3715709329487683,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-0.016782482871944,1.4155514029687806,-1.0886538496616067,-0.6373607620438202,1.2582450521985058,-1.2713920464847923,-0.3266893174990546,-0.2410461621997621,2.221330991210986,2.340109410770764
T1,S10,0.3723988815688455,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-1.706382979600583,2.0274912638956777,-0.0893466653272372,-0.2955587209351196,1.6423519251659204,0.488638456080976,0.156654379178641,-0.1583437880634718,1.120767577000226,0.4275891742177432
T1,S46,0.3724000110928648,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,1.958787455578803,2.1696936072739965,0.0838708677812057,0.1393660350400158,0.9554835474196128,0.0411430742128491,0.532645758528799,-1.6095075843078062,0.4009980687797911,-1.3788088618748466
T1,S60,0.3746940199664368,1.072136179358694,4.112074802776565,-1.412615480688231,2.084709699127282,0.931118485813936,2.1596407293255435,0.697436122891747,0.1647523201131008,0.5759622395318394,-0.5848746288819399,-0.4826477325990841,0.369251390613359,-0.3369555683203397,-1.4348504104603632,0.2175517074429828,-0.1438173195859128,-0.4696182731492886,0.8790714967058852,-0.8018410722575885,1.2909267627952483
T10,S56,0.3170256303848849,4.063646615352816,1.447229976391298,-1.345784686597283,3.782057111162666,-0.8489562652178831,-0.3894229204013209,0.305600297443606,0.0056202865168186,-0.1592174156922276,0.4568181669484494,0.6998651174232812,-1.392286755527868,-0.5658299476535593,0.2126082747119733,2.6071756841764406,-0.5166166960168759,0.8158335568195125,-0.4136863092314304,-0.7310723131149289,-0.4157822737776633
T10,S46,0.3198408054846098,4.063646615352816,1.447229976391298,-1.345784686597283,3.782057111162666,-0.8489562652178831,-0.3894229204013209,0.305600297443606,0.0056202865168186,-0.1592174156922276,0.4568181669484494,1.958787455578803,2.1696936072739965,0.0838708677812057,0.1393660350400158,0.9554835474196128,0.0411430742128491,0.532645758528799,-1.6095075843078062,0.4009980687797911,-1.3788088618748466
T10,S47,0.3280639234608589,4.063646615352816,1.447229976391298,-1.345784686597283,3.782057111162666,-0.8489562652178831,-0.3894229204013209,0.305600297443606,0.0056202865168186,-0.1592174156922276,0.4568181669484494,-0.033605856658266,-1.715204314879257,-0.8261208846351594,0.2796747734442157,0.0358613575600003,1.6184500165121698,-1.260257628842561,0.563097418919167,1.078897270946075,1.9298759094052904
T10,S51,0.3289304572483976,4.063646615352816,1.447229976391298,-1.345784686597283,3.782057111162666,-0.8489562652178831,-0.3894229204013209,0.305600297443606,0.0056202865168186,-0.1592174156922276,0.4568181669484494,-1.941743620562678,-0.9111416825053542,-1.7010973390609925,1.0851088782336733,2.5832010224562816,-0.1840841247181011,-0.0742347663804599,0.0668327695519619,0.5322399587185987,0.9173075554996524
T10,S15,0.3294870119143479,4.063646615352816,1.447229976391298,-1.345784686597283,3.782057111162666,-0.8489562652178831,-0.3894229204013209,0.305600297443606,0.0056202865168186,-0.1592174156922276,0.4568181669484494,-0.016782482871944,1.4155514029687806,-1.0886538496616067,-0.6373607620438202,1.2582450521985058,-1.2713920464847923,-0.3266893174990546,-0.2410461621997621,2.221330991210986,2.340109410770764
T10,S6,0.329679930694557,4.063646615352816,1.447229976391298,-1.345784686597283,3.782057111162666,-0.8489562652178831,-0.3894229204013209,0.305600297443606,0.0056202865168186,-0.1592174156922276,0.4568181669484494,1.8159636329995048,-1.2551746707303697,-1.7581533394900577,-0.6694661239164935,-0.3531977489906638,-1.1626013362101064,0.8722897470799629,-1.009701258513015,2.5078034389384833,-1.3462865174693015
